RelationshipStatus,HowLongRelationship,HowOften,Snores,FrequentBathroom,Sick,NoIntimate,TempPreferences,Argument,NoSpace,NoCovers,Child,NightWorking,FirstTime,StayTogether,SleepBetter,SexLife,Occupation,Gender,Age,Income,Education,Location
"Single, but cohabiting with a significant other",11-15 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Architecture and Engineering Occupations,Female,30-44,"$25,000 - $49,999",Some college or Associate degree,West South Central
Married,11-15 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Other,Female,30-44,"$0 - $24,999",High school degree,East South Central
Married,More than 20 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,"Life, Physical, and Social Science Occupations",Female,45-60,"$100,000 - $149,999",Graduate degree,East North Central
Married,16-20 years,Once a month or less,1,0,0,0,1,0,0,0,0,1,Within 11-15 years of our relationship,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Computer and Mathematical Occupations,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic
Married,More than 20 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Healthcare Practitioners and Technical Occupations,Female,45-60,,Graduate degree,New England
Married,More than 20 years,A few times per month,1,0,0,0,0,0,0,0,0,0,After 20 years of our relationship,Somewhat agree,Strongly agree,Neither agree nor disagree,"Education, Training, and Library Occupations",Female,> 60,,Bachelor degree,Middle Atlantic
Married,6-10 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Healthcare Practitioners and Technical Occupations,Male,30-44,"$50,000 - $99,999",Bachelor degree,East North Central
Married,6-10 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Office and Administrative Support Occupations,Female,18-29,"$25,000 - $49,999",Graduate degree,Pacific
Married,More than 20 years,Once a month or less,1,1,0,0,0,0,0,0,0,0,After 20 years of our relationship,Strongly disagree,Somewhat agree,Strongly disagree,Retired,Male,> 60,"$50,000 - $99,999",Graduate degree,East North Central
Married,More than 20 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Other,Male,45-60,"$0 - $24,999",Some college or Associate degree,East North Central
Married,More than 20 years,Every night,1,0,0,0,0,0,0,0,0,0,Within 16-20 years of our relationship,Somewhat disagree,Strongly agree,Strongly disagree,Office and Administrative Support Occupations,Female,45-60,"$100,000 - $149,999",Some college or Associate degree,New England
Married,11-15 years,Every night,0,0,0,0,0,0,0,0,0,1,Within 11-15 years of our relationship,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Other,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,East North Central
Married,6-10 years,A few times per week,0,0,0,0,0,0,0,0,1,0,Within 6-10 years of our relationship,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,"Arts, Design, Entertainment, Sports, and Media Occupations",Female,30-44,"$50,000 - $99,999",Bachelor degree,West North Central
Married,More than 20 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Homemaker,Female,45-60,,Bachelor degree,East North Central
Married,More than 20 years,A few times per month,1,1,1,0,0,0,0,0,0,1,After 20 years of our relationship,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Office and Administrative Support Occupations,Male,> 60,"$100,000 - $149,999",Bachelor degree,Pacific
Married,16-20 years,Once a year or less,0,0,0,0,0,0,0,0,0,0,Within 6-10 years of our relationship,Strongly disagree,Strongly disagree,Strongly disagree,Protective Service Occupations,Female,45-60,"$150,000+",Some college or Associate degree,Middle Atlantic
Married,More than 20 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Office and Administrative Support Occupations,Female,45-60,"$100,000 - $149,999",Some college or Associate degree,Pacific
Married,6-10 years,A few times per month,0,0,0,0,0,0,0,0,1,0,Within the first 1-5 years of our relationship,Strongly disagree,Somewhat disagree,Strongly disagree,Management Occupations,Male,30-44,"$50,000 - $99,999",Bachelor degree,East South Central
Married,11-15 years,Once a month or less,1,0,0,0,0,0,0,0,0,0,Within 6-10 years of our relationship,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Sales and Related Occupations,Male,45-60,"$100,000 - $149,999",Bachelor degree,West North Central
Married,More than 20 years,Once a year or less,1,0,0,0,0,0,0,0,0,0,After 20 years of our relationship,Strongly disagree,Neither agree nor disagree,Strongly disagree,"Education, Training, and Library Occupations",Female,> 60,"$150,000+",Graduate degree,East North Central
Married,11-15 years,Once a year or less,0,0,1,0,0,1,0,0,1,0,Within 6-10 years of our relationship,Somewhat disagree,Strongly disagree,Strongly disagree,"Education, Training, and Library Occupations",Female,30-44,"$50,000 - $99,999",Graduate degree,South Atlantic
Married,16-20 years,Once a month or less,1,0,0,0,0,0,0,0,0,0,Within 11-15 years of our relationship,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Office and Administrative Support Occupations,Female,30-44,"$100,000 - $149,999",Bachelor degree,West South Central
Married,16-20 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Computer and Mathematical Occupations,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
Married,6-10 years,Every night,0,1,1,0,0,0,0,0,0,0,Within the first 1-5 years of our relationship,Strongly agree,Strongly agree,Neither agree nor disagree,Computer and Mathematical Occupations,Female,30-44,"$100,000 - $149,999",Some college or Associate degree,South Atlantic
Married,More than 20 years,Every night,1,0,0,0,0,0,0,0,0,0,After 20 years of our relationship,Somewhat agree,Strongly agree,Neither agree nor disagree,Other,Male,> 60,"$50,000 - $99,999",Bachelor degree,New England
Married,11-15 years,A few times per month,1,0,0,0,0,0,0,0,0,0,Within the first 1-5 years of our relationship,Strongly agree,Somewhat agree,Neither agree nor disagree,Homemaker,Female,30-44,"$50,000 - $99,999",Bachelor degree,West South Central
"Single, but cohabiting with a significant other",More than 20 years,Once a year or less,1,1,0,0,0,0,0,0,0,0,Within the first 1-5 years of our relationship,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Retired,Female,> 60,"$50,000 - $99,999",Graduate degree,Pacific
Married,6-10 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Healthcare Support Occupations,Female,30-44,"$150,000+",Graduate degree,Middle Atlantic
Married,More than 20 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Retired,Male,> 60,,Some college or Associate degree,South Atlantic
Married,More than 20 years,Every night,0,0,1,0,0,0,0,0,0,0,Within 16-20 years of our relationship,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Computer and Mathematical Occupations,Male,> 60,"$100,000 - $149,999",Some college or Associate degree,Middle Atlantic
Married,More than 20 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Sales and Related Occupations,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,West North Central
In a domestic partnership or civil union,6-10 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,"Education, Training, and Library Occupations",Female,45-60,"$150,000+",Graduate degree,West South Central
"Single, but cohabiting with a significant other",11-15 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,"Education, Training, and Library Occupations",Female,45-60,"$50,000 - $99,999",Graduate degree,Middle Atlantic
Married,11-15 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Architecture and Engineering Occupations,Male,30-44,"$25,000 - $49,999",Bachelor degree,New England
Married,More than 20 years,A few times per week,0,1,0,0,0,0,0,0,0,0,Within 11-15 years of our relationship,Neither agree nor disagree,Somewhat agree,Somewhat agree,Healthcare Support Occupations,Male,45-60,,Graduate degree,East North Central
Married,16-20 years,Once a month or less,1,0,1,0,0,0,0,0,0,0,Within the first 1-5 years of our relationship,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Other,Female,45-60,"$50,000 - $99,999",Graduate degree,West North Central
Married,11-15 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,"Education, Training, and Library Occupations",Female,30-44,"$100,000 - $149,999",Graduate degree,Middle Atlantic
Married,16-20 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,"Education, Training, and Library Occupations",Male,30-44,"$100,000 - $149,999",Graduate degree,South Atlantic
Married,More than 20 years,Every night,1,1,0,0,0,0,1,0,0,0,After 20 years of our relationship,Neither agree nor disagree,Strongly agree,Somewhat disagree,Office and Administrative Support Occupations,Female,> 60,"$100,000 - $149,999",Some college or Associate degree,New England
Married,6-10 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Management Occupations,Female,30-44,,Some college or Associate degree,East North Central
Married,11-15 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,"Education, Training, and Library Occupations",Female,30-44,"$100,000 - $149,999",Graduate degree,Pacific
Married,1-5 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Computer and Mathematical Occupations,Male,30-44,,Bachelor degree,Pacific
Married,16-20 years,A few times per week,1,0,0,1,0,0,0,0,0,0,Within 6-10 years of our relationship,Neither agree nor disagree,Strongly agree,Strongly disagree,Homemaker,Female,45-60,"$150,000+",Bachelor degree,Pacific
Married,More than 20 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Retired,Male,> 60,"$25,000 - $49,999",High school degree,East North Central
Married,1-5 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Healthcare Practitioners and Technical Occupations,Male,> 60,"$100,000 - $149,999",Graduate degree,West North Central
Married,6-10 years,A few times per week,0,0,1,0,0,0,0,0,1,0,Within the first 1-5 years of our relationship,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Homemaker,Female,30-44,"$0 - $24,999",Some college or Associate degree,Mountain
Married,1-5 years,A few times per month,1,0,0,0,0,0,0,0,0,0,Within the first 1-5 years of our relationship,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,"Farming, Fishing, and Forestry Occupations",Female,45-60,,Graduate degree,South Atlantic
Married,6-10 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,"Life, Physical, and Social Science Occupations",Female,18-29,"$100,000 - $149,999",Graduate degree,New England
Married,6-10 years,A few times per week,0,0,0,0,0,0,0,0,0,0,Within 6-10 years of our relationship,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Healthcare Support Occupations,Female,> 60,"$100,000 - $149,999",High school degree,South Atlantic
"Single, but cohabiting with a significant other",1-5 years,Once a month or less,0,0,0,0,0,0,0,0,0,1,Within the first 1-5 years of our relationship,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Construction and Extraction Occupations,Female,18-29,,Bachelor degree,Pacific
Married,More than 20 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Retired,Male,> 60,"$150,000+",Graduate degree,Pacific
Married,More than 20 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Office and Administrative Support Occupations,Female,45-60,"$25,000 - $49,999",Some college or Associate degree,West North Central
Married,1-5 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,"Education, Training, and Library Occupations",Female,30-44,"$50,000 - $99,999",Bachelor degree,Pacific
Married,More than 20 years,Every night,0,0,0,0,0,0,1,0,0,0,Within 6-10 years of our relationship,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,"Installation, Maintenance, and Repair Occupations",Male,45-60,"$50,000 - $99,999",High school degree,Pacific
Married,16-20 years,A few times per week,1,0,0,0,1,0,0,0,0,0,Within 11-15 years of our relationship,Somewhat agree,Strongly agree,Strongly disagree,Healthcare Support Occupations,Male,45-60,"$50,000 - $99,999",Graduate degree,East North Central
Married,11-15 years,Once a month or less,1,0,1,0,0,0,0,0,0,0,Within the first 1-5 years of our relationship,Neither agree nor disagree,Somewhat disagree,Strongly disagree,"Education, Training, and Library Occupations",Male,30-44,"$100,000 - $149,999",Graduate degree,West North Central
Married,6-10 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Other,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,South Atlantic
Married,11-15 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Personal Care and Service Occupations,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,East North Central
Married,11-15 years,Once a year or less,0,0,1,0,0,0,0,0,0,0,Within the first 1-5 years of our relationship,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Management Occupations,Male,30-44,"$100,000 - $149,999",Bachelor degree,South Atlantic
Married,More than 20 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,"Education, Training, and Library Occupations",Male,45-60,"$100,000 - $149,999",Graduate degree,Middle Atlantic
Married,More than 20 years,Once a month or less,1,0,1,0,0,0,0,0,0,0,Within the first 1-5 years of our relationship,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Retired,Female,> 60,"$50,000 - $99,999",Bachelor degree,South Atlantic
Married,6-10 years,Once a year or less,0,0,0,0,0,1,0,0,0,0,Within 6-10 years of our relationship,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Healthcare Practitioners and Technical Occupations,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,Pacific
Married,More than 20 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Healthcare Practitioners and Technical Occupations,Female,> 60,"$25,000 - $49,999",Graduate degree,East North Central
"Single, but cohabiting with a significant other",1-5 years,Every night,1,0,0,0,0,0,0,0,0,0,Within the first 1-5 years of our relationship,Neither agree nor disagree,Somewhat agree,Strongly disagree,Other,Male,30-44,"$50,000 - $99,999",Graduate degree,West North Central
Married,More than 20 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Retired,Male,> 60,"$25,000 - $49,999",Bachelor degree,Pacific
Married,More than 20 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Retired,Male,> 60,"$50,000 - $99,999",Some college or Associate degree,Pacific
Married,More than 20 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Homemaker,Female,45-60,,Bachelor degree,East North Central
"Single, but cohabiting with a significant other",1-5 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Other,Male,18-29,,Bachelor degree,East North Central
Married,16-20 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Business and Financial Operations Occupations,Female,> 60,,Graduate degree,East North Central
Married,More than 20 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Retired,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,Pacific
Married,6-10 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Homemaker,Female,45-60,"$150,000+",Some college or Associate degree,New England
"Single, but cohabiting with a significant other",1-5 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Protective Service Occupations,Female,30-44,"$50,000 - $99,999",Bachelor degree,East South Central
Married,11-15 years,A few times per week,0,0,0,0,0,0,0,0,1,0,Within the first 1-5 years of our relationship,Somewhat agree,Somewhat disagree,Somewhat agree,Production Occupations,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,East North Central
Married,More than 20 years,Once a year or less,0,0,1,0,0,0,0,0,0,0,Within the first 1-5 years of our relationship,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Healthcare Practitioners and Technical Occupations,Male,45-60,"$150,000+",Graduate degree,Middle Atlantic
Married,More than 20 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Other,Male,45-60,"$150,000+",Some college or Associate degree,West South Central
"Single, but cohabiting with a significant other",6-10 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Sales and Related Occupations,Female,18-29,"$0 - $24,999",Some college or Associate degree,East North Central
Married,More than 20 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Homemaker,Female,> 60,"$150,000+",Some college or Associate degree,Pacific
Married,6-10 years,Once a month or less,0,0,1,0,0,0,0,0,0,0,Within the first 1-5 years of our relationship,Somewhat agree,Somewhat agree,Strongly disagree,Legal Occupations,Male,45-60,"$100,000 - $149,999",Graduate degree,New England
Married,16-20 years,Never,0,0,0,0,0,0,0,0,0,0,,,,,Other,Female,45-60,"$25,000 - $49,999",High school degree,Mountain
